Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
Minimal,Confused,Prefer not to say,45-54,Podcasts,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
Minimal,Neutral,Female,25-34,Podcasts,Happier with Gretchen Rubin podcast,https://gretchenrubin.com/podcast/
Minimal,Neutral,Female,15-19,Podcasts,Happiness Lab podcast,https://www.happinesslab.fm/
Minimal,Calm,Female,15-19,Podcasts,Happier with Gretchen Rubin Podcast,https://gretchenrubin.com/podcast/
Minimal,Calm,Female,25-34,Podcasts,Anxiety Slayer Podcast,https://www.anxietyslayer.com/
Mild,Neutral,Prefer not to say,35-44,Podcasts,Happier with Gretchen Rubin podcast,https://gretchenrubin.com/podcast
Moderate,Sad,Female,25-34,Podcasts,Happiness Lab Podcast,https://www.happinesslab.fm/
Moderate,Neutral,Male,20-24,Podcasts,The Happiness Lab - Self-care strategies,https://www.happinesslab.fm/season-1-episodes/the-power-of-self-care
Mild,Neutral,Female,25-34,Podcasts,Happier with Gretchen Rubin podcast,https://podcasts.apple.com/gb/podcast/happier-with-gretchen-rubin/id969519520
Mild,Neutral,Male,35-44,Podcasts,Happier with Gretchen Rubin,https://podcasts.apple.com/gb/podcast/happier-with-gretchen-rubin/id969519520
Mild,Neutral,Prefer not to say,25-34,Podcasts,Where Should We Begin? with Esther Perel,https://whereshouldwebegin.estherperel.com/
Mild,Neutral,Prefer not to say,25-34,Podcasts,Happier with Gretchen Rubin,https://podcasts.apple.com/gb/podcast/happier-with-gretchen-rubin/id969519520
Severe,Neutral,Female,55-65,Podcasts,Mastering The Mind: A Mental Health Deep Dive,https://www.youtube.com/watch?v=mnH_Y5bxbPY
Moderate,Confused,Female,25-34,Podcasts,Feeling Good Podcast,https://feelinggood.com/list-of-feeling-good-podcasts/
Moderately Severe,Neutral,Male,15-19,Podcasts,The Mental Health Happy Hour Podcast,https://mentalpod.com/
Mild,Anxious,Female,55-65,Podcasts,Talking Health and Wellbeing Podcast: Mental Health Ireland,https://www.youtube.com/watch?v=FSttc7FLiL8
Minimal,Happy,Female,20-24,Podcasts,Simon Sinek's Life Advice Will Change Your Future,https://www.youtube.com/watch?v=ENIwAZZw8J0
Minimal,Happy,Female,20-24,Podcasts,7 Keys To Better Mental Health | The Mindset Mentor Podcast,https://www.youtube.com/watch?v=L6SBBdGsALw
Mild,Anxious,Female,55-65,Podcasts,Growing Old Is A Blessing | Maria Alejandro,https://www.youtube.com/watch?v=itxI9aNW3UU
Minimal,Happy,Female,20-24,Podcasts,Pressure in your 20s with Bow Anderson,https://www.youtube.com/watch?v=-XyvflFzZkw
Moderate,Confused,Male,20-24,Podcasts,The Positive Mind Podcast,https://www.youtube.com/channel/UCWxGsY66kUXeKuYPRU9fTQQ
Mild,Sad,Male,45-54,Podcasts,Feel Better Live More podcast,https://podcasts.apple.com/gb/podcast/feel-better-live-more-with-dr-rangan-chatterjee/id1333552422
Moderate,Calm,Male,20-24,Podcasts,Unlocking Us by Brene Brown,https://brenebrown.com/podcast/
Minimal,Calm,Prefer not to say,25-34,Podcasts,Ten Percent Happier podcast,https://podcasts.apple.com/us/podcast/ten-percent-happier-with-dan-harris/id1087147821
Moderate,Neutral,Prefer not to say,25-34,Podcasts,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
Moderately Severe,Calm,Female,55-65,Podcasts,The Happiness Lab,https://www.happinesslab.fm
Moderate,Sad,Male,55-65,Podcasts,Depresh Mode podcast,https://podcasts.apple.com/us/podcast/depresh-mode-with-john-moe/id1557803544
Severe,Sad,Female,25-34,Podcasts,Happier with Gretchen Ruben podcast,https://podcasts.apple.com/gb/podcast/happier-with-gretchen-rubin/id969519520
Moderately Severe,Neutral,Female,20-24,Podcasts,Happiness Lab podcast,https://www.happinesslab.fm
Moderate,Anxious,Prefer not to say,45-54,Podcasts,UnF*ck Your Brain podcast,https://unfuckyourbrain.com/podcast/
Severe,Neutral,Male,35-44,Podcasts,By the Book podcast,https://podcasts.apple.com/us/podcast/by-the-book/id1595118512
Mild,Confused,Female,20-24,Podcasts,anxiety sucks podcast,https://podcasts.apple.com/us/podcast/anxiety-sucks/id1591446224
Minimal,Happy,Prefer not to say,45-54,Podcasts,Happier with Gretchen Ruben podcast,https://podcasts.apple.com/podcast/happier-with-gretchen-rubin/id1205189485?i=1000475464477
Moderately Severe,Neutral,Male,35-44,Podcasts,The One You Feed podcast,https://oneyoufeed.libsyn.com/
Moderate,Confused,Female,20-24,Podcasts,Feeling Good podcast,https://feelinggood.com/list-of-feeling-good-podcasts/
Severe,Happy,Prefer not to say,45-54,Podcasts,Happier with Gretchen Ruben podcast,https://gretchenrubin.com/podcast/
Mild,Neutral,Male,35-44,Podcasts,Feeling Good Podcast by David Burns,https://feelinggood.com
Minimal,Confused,Female,20-24,Podcasts,Margaret Paul Podcast on Inner Bonding,https://innerbonding.com/podcast/
Moderately Severe,Happy,Prefer not to say,45-54,Podcasts,Happiness Lab podcast,https://www.happinesslab.fm
Moderate,Neutral,Male,35-44,Podcasts,Therapy for Black Girls Podcast,https://therapyforblackgirls.com/podcast/
Minimal,Sad,Female,20-24,Podcasts,Mind & Life Podcast: Jon Kabat-Zinn – The Heart of Mindfulness,https://www.youtube.com/watch?v=YC8FfQlNJV0
Mild,Anxious,Male,20-24,Podcasts,The Hilarious World of Depression by American Public Media,https://podcasts.apple.com/us/podcast/the-hilarious-world-of-depression/id1181589175
Moderate,Confused,Prefer not to say,45-54,Podcasts,The Happiness Lab with Dr. Laurie Santos,https://www.youtube.com/@DrLaurieSantos/search?query=mental%20health
Moderately Severe,Scared,Female,20-24,Podcasts,World Leading Psychologist ON Why You're FAILING and Why Discomfort Will UNLOCK Success,https://www.youtube.com/watch?v=6y1fcHUOHZI
Moderate,Confused,Male,55-65,Podcasts,Mastering The Mind: A Mental Health Deep Dive | Rich Roll Podcast,https://www.youtube.com/watch?v=mnH_Y5bxbPY
Mild,Happy,Prefer not to say,35-44,Podcasts,Confessions of a depressed comic,https://www.ted.com/talks/kevin_breel_confessions_of_a_depressed_comic
Minimal,Confused,Female,45-54,Podcasts,Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U
Moderately Severe,Sad,Male,35-44,Professional Help,Betterhelp website,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=over+the+phone+therapist_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-300214301918&gad_source=1&gclid=CjwKCAiAlcyuBhBnEiwAOGZ2SyDmvRo7qhaDe5ewit3civo2PPC1KDk8bGU6I0NcTgeZ7du1H1VUvhoChzcQAvD_BwE&not_found=1&gor=start
Severe,Scared,Female,45-54,Professional Help,Seek for a professional help immediately from a therapist in Doc 990,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
Moderately Severe,Confused,Prefer not to say,55-65,Professional Help,Seek for a professional help from a therapist,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
Moderately Severe,Confused,Male,35-44,Professional Help,Sign of High Functioning Depression You Shouldn't Ignore,https://youtu.be/xOe9zR0alO0?si=6wcJkmXZI54l2UBV
Mild,Neutral,Prefer not to say,20-24,Professional Help,Minor Depression versus Major Depression by Dr. Tracey Marks,https://youtu.be/VfvFE4rKn3c?si=U2hoJ_-g0YQIMfXf
Moderately Severe,Anxious,Prefer not to say,35-44,Professional Help,Betterhelp website,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=over+the+phone+therapist_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-300214301918&gad_source=1&gclid=CjwKCAiAlcyuBhBnEiwAOGZ2SyDmvRo7qhaDe5ewit3civo2PPC1KDk8bGU6I0NcTgeZ7du1H1VUvhoChzcQAvD_BwE&not_found=1&gor=start
Severe,Confused,Prefer not to say,25-34,Professional Help,Get professional help immediately from a therapist in Doc 990,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
Severe,Sad,Female,35-44,Professional Help,Get professional help immediately from a therapist in Doc 990,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
Severe,Sad,Female,55-65,Professional Help,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/1
Moderate,Anxious,Prefer not to say,15-19,Professional Help,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics",https://www.therapyroute.com/therapists/sri-lanka/1
Severe,Anxious,Male,20-24,Professional Help,"Psychologists, Counsellors, & Therapists in Sri Lanka",https://frame.doc.lk:8090/all/search?doctor=&hospital=&specialization=90&date=
Moderately Severe,Confused,Prefer not to say,45-54,Professional Help,Find a Trusted and Qualified Mental Health Practitioner,https://kalyanasl.org/mental-health-therapist-directory/
Severe,Confused,Male,35-44,Professional Help,The best psychologist in Sri Lanka,https://lankadoctor.com/specialist/specialist-2/psychologist.php
Moderately Severe,Sad,Prefer not to say,20-24,Professional Help,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/colombo/1
Moderately Severe,Sad,Prefer not to say,55-65,Professional Help,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/colombo/1
Severe,Neutral,Male,20-24,Professional Help,Recommendation for a good psychiatrist,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
Severe,Sad,Male,15-19,Professional Help,Child and Adolescent Psychiatric,https://www.doc.lk/search?doctor=&hospital=0&specialization=158&date=
Moderately Severe,Sad,Male,55-65,Professional Help,Channel Your Doctor From Doc 990,https://www.doc.lk/search?doctor=&hospital=0&specialization=381&date=
Minimal,Neutral,Prefer not to say,35-44,Professional Help,Consult Psychiatrists for Mental Health and Counseling,https://www.odoc.life/consult-psychiatrist/
Severe,Anxious,Female,15-19,Professional Help,Child and Adolescent Psychiatric,https://www.doc.lk/search?doctor=&hospital=0&specialization=158&date=
Severe,Anxious,Female,35-44,Professional Help,Find a therapist through PsychologyToday provider directory,https://www.psychologytoday.com/us/therapists
Moderately Severe,Sad,Female,55-65,Professional Help,Online counseling services,https://www.betterhelp.com/
Severe,Neutral,Prefer not to say,15-19,Professional Help,Counselling services,https://www.doc.lk/search?specialization=381
Moderate,Neutral,Female,45-54,Professional Help,Online therapy provider directory,https://www.psychologytoday.com/us/therapists
Moderate,Sad,Prefer not to say,15-19,Professional Help,Support groups for depression,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+counseling+24+7_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-1479047382145&gad_source=1&gclid=CjwKCAiAuYuvBhApEiwAzq_YiYbbk6fbcqGlubWEKTbGwC2M8NUdlk9933JL6zIS9lpvaQn3BUiDMRoCPdUQAvD_BwE&not_found=1&gor=start
Mild,Sad,Female,35-44,Professional Help,Directory of counselors and therapists,https://www.psychologytoday.com/us/therapists
Mild,Happy,Prefer not to say,55-65,Professional Help,Counselling services,https://www.doc.lk/search?specialization=381
Minimal,Anxious,Female,25-34,Professional Help,Directory of mental health professionals,https://www.psychologytoday.com/us/therapists
Minimal,Neutral,Prefer not to say,15-19,Professional Help,Online counselling provider,https://www.betterhelp.com/
Severe,Scared,Female,20-24,Professional Help,Mental health counselling services,https://www.doc.lk/search?specialization=381
Moderately Severe,Calm,Prefer not to say,55-65,Professional Help,Find a counselor directory,https://www.psychologytoday.com/us/therapists
Moderate,Sad,Female,25-34,Professional Help,Online counseling services,https://www.betterhelp.com/
Moderate,Confused,Prefer not to say,15-19,Professional Help,Search for counselors online,https://www.psychologytoday.com/us/therapists
Moderately Severe,Sad,Female,55-65,Professional Help,Mental health counselling,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
Severe,Sad,Male,15-19,Professional Help,Youth counselling services,https://shanthimaargam.org/
Moderate,Scared,Female,15-19,Professional Help,Teen counselling services,https://shanthimaargam.org/
Moderate,Calm,Male,25-34,Professional Help,Counselling services,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
Mild,Happy,Female,35-44,Professional Help,Counsellor directory,https://www.therapyroute.com/therapists/sri-lanka/1
Mild,Sad,Male,55-65,Professional Help,Mental health services,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
Minimal,Calm,Female,15-19,Professional Help,Youth counselling center,https://shanthimaargam.org/
Minimal,Scared,Male,25-34,Professional Help,Best Psychiatrist In Sri Lanka,https://doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
Severe,Sad,Female,35-44,Professional Help,Mental health professionals directory,https://lankadoctor.com/specialist/sri-lanka-psychiatrists.php
Moderately Severe,Neutral,Male,55-65,Professional Help,Psychiatrist directory,https://lankadoctor.com/specialist/sri-lanka-psychiatrists.php
Moderate,Scared,Female,15-19,Professional Help,Counselling for teens,https://www.srilnac.org/
Moderate,Confused,Male,25-34,Professional Help,Mental health professionals directory,https://lankadoctor.com/specialist/sri-lanka-psychiatrists.php
Mild,Neutral,Female,35-44,Professional Help,Psychologist directory,https://lankadoctor.com/specialist/specialist-2/psychologist.php
Severe,Sad,Male,15-19,Professional Help,Youth counselling services,https://www.helpage.info/p/probation-commissioners-office-main-a.html
Moderate,Calm,Male,25-34,Professional Help,Counselling services,https://www.counselling-directory.org.uk/
Mild,Happy,Female,35-44,Professional Help,Counsellor directory,https://www.counselling-directory.org.uk/
Mild,Sad,Male,55-65,Professional Help,Mental health services,https://nimh.health.gov.lk/en/
Minimal,Calm,Female,15-19,Professional Help,Youth counselling center,https://www.fpasrilanka.org/en/content/alokaya-counselling-centre
Minimal,Scared,Male,25-34,Professional Help,Counselling services,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=best+online+therapy_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-10846174701&gad_source=1&gclid=CjwKCAiAuYuvBhApEiwAzq_YiZ_93uazPLc_y0V9RGGTAnYEL_lBo3PBKJ_EzyWN02YXG4JIJG4bjhoCUksQAvD_BwE&not_found=1&gor=start
Severe,Sad,Female,35-44,Professional Help,Mental health professionals directory,https://kalyanasl.org/mental-health-therapist-directory/
Moderately Severe,Neutral,Male,55-65,Professional Help,Psychiatrist directory,https://www.yourhealthinmind.org/find-a-psychiatrist
Moderate,Scared,Female,15-19,Professional Help,Counselling for teens,https://www.teencounseling.com/
Moderate,Confused,Male,25-34,Professional Help,Mental Health Counselling,https://www.healthyplace.com/other-info/mental-illness-overview/mental-health-counseling-how-it-works-benefits
Moderately Severe,Sad,Female,55-65,Professional Help,Mental health counselling,https://www.healthyplace.com/other-info/mental-illness-overview/mental-health-counseling-how-it-works-benefits
Severe,Sad,Male,15-19,Professional Help,Youth counselling services,https://youthfocus.com.au/what-we-do/youth-counselling/
Moderate,Scared,Female,15-19,Professional Help,Teen counselling services,https://www.teencounseling.com/
Moderate,Calm,Male,25-34,Professional Help,Counselling services,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=best+online+therapy_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-10846174701&gad_source=1&gclid=CjwKCAiAuYuvBhApEiwAzq_Yid21PlfRszh3omexsDAz1bSA7-LG9hnsOHs_esHzEr3XkEWAb39xZBoCXOMQAvD_BwE&not_found=1&gor=start
Mild,Anxious,Female,55-65,Professional Help,Doc 990,https://www.doc.lk/search?doctor=&hospital=0&specialization=53&date=
Mild,Calm,Prefer not to say,15-19,Professional Help,Psychologist Directory,https://lankadoctor.com/specialist/specialist-2/psychologist.php
Minimal,Happy,Female,15-19,Professional Help,Teen Counselling Services,https://www.srilnac.org/
Minimal,Sad,Prefer not to say,25-34,Professional Help,Mental Health Counselling,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
Severe,Calm,Female,25-34,Professional Help,Psychiatrist Directory,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
Moderately Severe,Scared,Prefer not to say,35-44,Professional Help,Counsellor Directory,https://www.counselling-directory.org.uk/
Moderate,Sad,Female,35-44,Professional Help,Psychologist Directory,https://lankadoctor.com/specialist/specialist-2/psychologist.php
Moderate,Neutral,Prefer not to say,45-54,Professional Help,Mental Health Counselling,https://www.betterhelp.com/george-martinez/get-started/?counselor=74465&start=true&landing_type=general&utm_source=AdWords&utm_campaign=storefront&utm_term=find+therapist_b&utm_content=george-martinez_74465&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZg8GpmGN1kh53VJK5IEsKlVV3XNr-bmxnPomJppWMsc2bboMT-PMFxoC9SEQAvD_BwE&not_found=1&gor=rd_george-martinez&not_found=1
Mild,Scared,Female,45-54,Professional Help,Mental Health Counselling Services,https://wecareonline.lk/
Mild,Confused,Prefer not to say,55-65,Professional Help,Psychiatrist Directory,https://www.psychologytoday.com/us/psychiatrists
Minimal,Neutral,Female,55-65,Professional Help,Licensed Counsellors,https://www.srilnac.org/
Minimal,Anxious,Prefer not to say,15-19,Professional Help,Mental Health Counsellor Directory,https://kalyanasl.org/mental-health-therapist-directory/
Moderately Severe,Confused,Female,15-19,Professional Help,Psychologist Directory,https://lankadoctor.com/specialist/specialist-2/psychologist.php
Severe,Happy,Prefer not to say,25-34,Professional Help,Licensed Psychiatrists,https://www.odoc.life/consult-psychiatrist/
Moderate,Anxious,Female,25-34,Professional Help,Mental Health Counselling Services,https://wecareonline.lk/
Moderate,Calm,Prefer not to say,35-44,Professional Help,Licensed Counsellors Directory,https://www.therapyroute.com/therapists/sri-lanka/1
Severe,Scared,Prefer not to say,35-44,Professional Help,Telehealth Therapy Provider,https://www.betterhelp.com
Mild,Happy,Female,35-44,Professional Help,EMDR Therapy,https://wecareonline.lk/
Mild,Neutral,Male,55-65,Professional Help,Sri Lanka Sumithrayo,https://srilankasumithrayo.lk/
Severe,Confused,Prefer not to say,35-44,Professional Help,Doc 990,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
Mild,Anxious,Female,45-54,Professional Help,BetterHelp online therapy,https://www.therapyroute.com/therapists/sri-lanka/1
Moderately Severe,Sad,Male,35-44,Professional Help,Betterhelp website,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=over+the+phone+therapist_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-300214301918&gad_source=1&gclid=CjwKCAiAlcyuBhBnEiwAOGZ2SyDmvRo7qhaDe5ewit3civo2PPC1KDk8bGU6I0NcTgeZ7du1H1VUvhoChzcQAvD_BwE&not_found=1&gor=start
Severe,Scared,Female,45-54,Professional Help,Seek for a professional help immediately from a therapist in Doc 990,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
Moderately Severe,Confused,Prefer not to say,55-65,Professional Help,Seek for a professional help from a therapist,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
Moderately Severe,Confused,Male,35-44,Professional Help,Seek for a professional help from a therapist,https://www.therapyroute.com/therapists/sri-lanka/1
Mild,Neutral,Prefer not to say,20-24,Professional Help,Seek Professional help immediately,https://www.therapyroute.com/therapists/sri-lanka/1
Severe,Sad,Male,45-54,Professional Help,Psychiatrist consultation booking,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
Severe,Sad,Male,55-65,Professional Help,Emergency Psychiatric Services,https://findahelpline.com/organizations/1926-national-mental-health-helpline
Moderate,Sad,Prefer not to say,55-65,Professional Help,Mental Health Crisis Helplines,https://srilankasumithrayo.lk/
Moderate,Confused,Male,55-65,Professional Help,Mental Health Helplines for Seniors,https://www.seniorlifestyle.com/resources/blog/40-mental-health-resources-for-seniors/
Severe,Sad,Male,45-54,Professional Help,Chat with a counselor for support,https://www.betterhelp.com/?utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+grief+counseling_e&utm_content=127775450481&network=g&placement=&target=&matchtype=e&utm_campaign=15244750140&ad_type=text&adposition=&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRrf_5858EEQNbDIsd-GKqqF8bQGfu6g5fxl5GMkB6F_DZYcAG9AYywaAmnREALw_wcB&not_found=1&gor=start-go
Moderate,Anxious,Male,55-65,Professional Help,Anxiety & Depression Support Group,https://adaa.org/find-help/support
Severe,Neutral,Prefer not to say,45-54,Professional Help,Beat Depression toolkit,https://depressioncenter.org/outreach-education/depression-toolkit
Moderate,Sad,Male,55-65,Professional Help,Online counseling for depression,https://www.betterhelp.com/get-started/?utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+christian+counseling&utm_content=127775691710&network=g&placement=&target=&matchtype=e&utm_campaign=15244750140&ad_type=text&adposition=&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRpR_GAR7yYPNJH7_0TR5cd3S7BYCLoytRUfufMjKIIlL_WM9lfRqqIaAmz-EALw_wcB&not_found=1&gor=start-go
Moderate,Sad,Male,55-65,Professional Help,Teletherapy for Seniors,"https://bluemoonseniorcounseling.com/teletherapy-revolutionizing-access-to-mental-health-care-for-seniors/#:~:text=The%20Advantages%20of%20Teletherapy&text=By%20removing%20the%20need%20for,lacking%20nearby%20mental%20health%20clinics."
Moderate,Calm,Male,45-54,Professional Help,Online Counseling for Depression,https://www.betterhelp.com/get-started/?utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+chat+with+a+counselor_e&utm_content=130032252351&network=g&placement=&target=&matchtype=e&utm_campaign=15244750140&ad_type=text&adposition=&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRqDI3rlRz2Jactu5PsNYPci4HHcxWZpaPRCDmMzXPEbeB6mjcGqxKgaAv3REALw_wcB&not_found=1&gor=start-go
Moderate,Neutral,Male,55-65,Professional Help,Counseling for Depression in Seniors,https://www.sithnivana.lk/
Moderate,Sad,Male,55-65,Professional Help,Online Therapy for Depression,https://try.talkspace.com/online-therapy/?utm_source=google&utm_medium=search_paid&utm_term=%2Bonline+%2Btherapy+%2Bfor+%2Bdepression&utm_campaign=1577700005&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRrfKdY1usjNWHmMYlICaqEr6KaAj5FXFMDK-qmj8MYSiRqsK6kt33waAhLREALw_wcB
Moderate,Sad,Male,55-65,Professional Help,Helplines for Seniors in Need,https://www.therapyroute.com/therapists/sri-lanka/1
Mild,Neutral,Prefer not to say,35-44,Professional Help,Therapy Sessions,https://wecareonline.lk/
Minimal,Neutral,Female,15-19,Professional Help,BetterHelp counseling services,https://onlinetherapymantra.com/sri-lanka/online-therapy/
Moderate,Calm,Male,45-54,Professional Help,Doc 990,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
Minimal,Neutral,Female,25-34,Professional Help,Online Counselling and Therapy,https://www.onlinetherapy.com/?utm_source=google&utm_medium=cpc&utm_campaign=G_S_US_Search_Therapy_Pure&utm_group=Therapy&utm_term=%2Bonline%20%2Bcounseling&utm_content=498574873508&device=c&keyword=%2Bonline%20%2Bcounseling&match_type=e&adposition=&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRqDI-EZexaBIn5KIsVuGgIY7RaBAtiSiRwWPXmGPxBWdbYSMSoGwWgaAiNREALw_wcB
Severe,Calm,Prefer not to say,15-19,Professional Help,Find a therapist for specialized care,https://www.psychologytoday.com/us/therapists
Moderately Severe,Sad,Male,20-24,Professional Help,Self-referral mental health clinics,https://www.nami.org/NAMI/media/NAMI-Media/BlogImageArchive/2020/NAMI-National-HelpLine-WarmLine-Directory-3-11-20.pdf
Severe,Confused,Prefer not to say,25-34,Professional Help,Psychiatrist finder tool,https://www.psychologytoday.com/us/psychiatrists
Moderately Severe,Sad,Prefer not to say,15-19,Professional Help,Crisis Text Line for mental health emergencies,https://www.crisistextline.org/
Moderately Severe,Sad,Prefer not to say,25-34,Professional Help,Online counseling and therapy finder,https://www.betterhelp.com/
Moderately Severe,Sad,Male,45-54,Professional Help,Directory of low cost mental health services,https://www.samhsa.gov/find-help/national-helpline
Moderately Severe,Sad,Prefer not to say,15-19,Professional Help,Virtual counseling sessions,https://www.betterhelp.com/
Severe,Sad,Female,20-24,Professional Help,Affordable teletherapy options,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+therapy_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-11476751&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZvDYpfNDcoNn673kHdZwE0pYhWHvwwbKxlxloWU9Z4_z5xt0LcHgjBoCaWcQAvD_BwE&not_found=1&gor=start
Moderately Severe,Confused,Male,45-54,Professional Help,Ask a therapist online,https://www.7cups.com/
Severe,Anxious,Prefer not to say,15-19,Professional Help,Text based crisis counseling,https://www.crisistextline.org/
Moderately Severe,Sad,Female,20-24,Professional Help,Video counseling services,https://www.betterhelp.com/
Severe,Scared,Prefer not to say,25-34,Professional Help,Telepsychiatry provider finder,"https://my.providerfinderonline.com/?network_id=1000011&geo_location=6.9392,79.84359999999998&locale=en&ci=IL-NOEX-PUBNETS"
Moderately Severe,Anxious,Male,55-65,Professional Help,Online therapy cost assistance,https://www.verywellmind.com/financial-help-for-mental-health-treatment-4829645
Severe,Sad,Female,20-24,Professional Help,NAMI HelpLine for mental health,https://www.nami.org/NAMI/media/NAMI-Media/BlogImageArchive/2020/NAMI-National-HelpLine-WarmLine-Directory-3-11-20.pdf
Moderately Severe,Scared,Prefer not to say,25-34,Professional Help,Virtual therapy sessions,https://www.betterhelp.com/
Severe,Sad,Male,55-65,Professional Help,Ask a therapist free trial,https://www.betterhelp.com/
Moderately Severe,Sad,Male,35-44,Professional Help,Get Immediate Help,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
Mild,Happy,Female,45-54,Professional Help,Directory of Mental Health Services in Sri Lanka,https://mentalhealth.health.gov.lk/index.php?lang=en
Moderately Severe,Confused,Male,55-65,Professional Help,Directory of Govt Mental Health Services,https://mentalhealth.health.gov.lk/index.php?lang=en
Mild,Anxious,Female,55-65,Professional Help,"Psychologists, Counsellors, & Therapists",https://www.therapyroute.com/therapists/sri-lanka/1
Severe,Sad,Female,35-44,Professional Help,Online counseling,https://www.betterhelp.com
Moderately Severe,Anxious,Female,15-19,Professional Help,Mental health helplines,https://findahelpline.com/countries/lk
