,Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
867,3.0,2,2,5.0,6,Seek for a professional help from a therapist,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
868,3.0,2,1,3.0,6,Seek for a professional help from a therapist,https://www.therapyroute.com/therapists/sri-lanka/1
869,1.0,4,2,1.0,6,Seek Professional help immediately,https://www.therapyroute.com/therapists/sri-lanka/1
870,4.0,5,1,4.0,6,Psychiatrist consultation booking,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
871,4.0,5,1,5.0,6,Emergency Psychiatric Services,https://findahelpline.com/organizations/1926-national-mental-health-helpline
872,2.0,5,2,5.0,6,Mental Health Crisis Helplines,https://srilankasumithrayo.lk/
873,2.0,2,1,5.0,6,Mental Health Helplines for Seniors,https://www.seniorlifestyle.com/resources/blog/40-mental-health-resources-for-seniors/
874,4.0,5,1,4.0,6,Chat with a counselor for support,https://www.betterhelp.com/?utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+grief+counseling_e&utm_content=127775450481&network=g&placement=&target=&matchtype=e&utm_campaign=15244750140&ad_type=text&adposition=&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRrf_5858EEQNbDIsd-GKqqF8bQGfu6g5fxl5GMkB6F_DZYcAG9AYywaAmnREALw_wcB&not_found=1&gor=start-go
875,2.0,0,1,5.0,6,Anxiety & Depression Support Group,https://adaa.org/find-help/support
876,4.0,4,2,4.0,6,Beat Depression toolkit,https://depressioncenter.org/outreach-education/depression-toolkit
877,2.0,5,1,5.0,6,Online counseling for depression,https://www.betterhelp.com/get-started/?utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+christian+counseling&utm_content=127775691710&network=g&placement=&target=&matchtype=e&utm_campaign=15244750140&ad_type=text&adposition=&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRpR_GAR7yYPNJH7_0TR5cd3S7BYCLoytRUfufMjKIIlL_WM9lfRqqIaAmz-EALw_wcB&not_found=1&gor=start-go
878,2.0,5,1,5.0,6,Teletherapy for Seniors,"https://bluemoonseniorcounseling.com/teletherapy-revolutionizing-access-to-mental-health-care-for-seniors/#:~:text=The%20Advantages%20of%20Teletherapy&text=By%20removing%20the%20need%20for,lacking%20nearby%20mental%20health%20clinics."
879,2.0,1,1,4.0,6,Online Counseling for Depression,https://www.betterhelp.com/get-started/?utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+chat+with+a+counselor_e&utm_content=130032252351&network=g&placement=&target=&matchtype=e&utm_campaign=15244750140&ad_type=text&adposition=&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRqDI3rlRz2Jactu5PsNYPci4HHcxWZpaPRCDmMzXPEbeB6mjcGqxKgaAv3REALw_wcB&not_found=1&gor=start-go
880,2.0,4,1,5.0,6,Counseling for Depression in Seniors,https://www.sithnivana.lk/
881,2.0,5,1,5.0,6,Online Therapy for Depression,https://try.talkspace.com/online-therapy/?utm_source=google&utm_medium=search_paid&utm_term=%2Bonline+%2Btherapy+%2Bfor+%2Bdepression&utm_campaign=1577700005&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRrfKdY1usjNWHmMYlICaqEr6KaAj5FXFMDK-qmj8MYSiRqsK6kt33waAhLREALw_wcB
882,2.0,5,1,5.0,6,Helplines for Seniors in Need,https://www.therapyroute.com/therapists/sri-lanka/1
883,1.0,4,2,3.0,6,Therapy Sessions,https://wecareonline.lk/
884,0.0,4,0,0.0,6,BetterHelp counseling services,https://onlinetherapymantra.com/sri-lanka/online-therapy/
885,2.0,1,1,4.0,6,Doc 990,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
886,0.0,4,0,2.0,6,Online Counselling and Therapy,https://www.onlinetherapy.com/?utm_source=google&utm_medium=cpc&utm_campaign=G_S_US_Search_Therapy_Pure&utm_group=Therapy&utm_term=%2Bonline%20%2Bcounseling&utm_content=498574873508&device=c&keyword=%2Bonline%20%2Bcounseling&match_type=e&adposition=&gclid=Cj0KCQiAxbefBhDfARIsAL4XLRqDI-EZexaBIn5KIsVuGgIY7RaBAtiSiRwWPXmGPxBWdbYSMSoGwWgaAiNREALw_wcB
887,4.0,1,2,0.0,6,Find a therapist for specialized care,https://www.psychologytoday.com/us/therapists
888,3.0,5,1,1.0,6,Self-referral mental health clinics,https://www.nami.org/NAMI/media/NAMI-Media/BlogImageArchive/2020/NAMI-National-HelpLine-WarmLine-Directory-3-11-20.pdf
889,4.0,2,2,2.0,6,Psychiatrist finder tool,https://www.psychologytoday.com/us/psychiatrists
890,3.0,5,2,0.0,6,Crisis Text Line for mental health emergencies,https://www.crisistextline.org/
891,3.0,5,2,2.0,6,Online counseling and therapy finder,https://www.betterhelp.com/
892,3.0,5,1,4.0,6,Directory of low cost mental health services,https://www.samhsa.gov/find-help/national-helpline
893,3.0,5,2,0.0,6,Virtual counseling sessions,https://www.betterhelp.com/
894,4.0,5,0,1.0,6,Affordable teletherapy options,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+therapy_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-11476751&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZvDYpfNDcoNn673kHdZwE0pYhWHvwwbKxlxloWU9Z4_z5xt0LcHgjBoCaWcQAvD_BwE&not_found=1&gor=start
895,3.0,2,1,4.0,6,Ask a therapist online,https://www.7cups.com/
896,4.0,0,2,0.0,6,Text based crisis counseling,https://www.crisistextline.org/
897,3.0,5,0,1.0,6,Video counseling services,https://www.betterhelp.com/
898,4.0,6,2,2.0,6,Telepsychiatry provider finder,"https://my.providerfinderonline.com/?network_id=1000011&geo_location=6.9392,79.84359999999998&locale=en&ci=IL-NOEX-PUBNETS"
899,3.0,0,1,5.0,6,Online therapy cost assistance,https://www.verywellmind.com/financial-help-for-mental-health-treatment-4829645
900,4.0,5,0,1.0,6,NAMI HelpLine for mental health,https://www.nami.org/NAMI/media/NAMI-Media/BlogImageArchive/2020/NAMI-National-HelpLine-WarmLine-Directory-3-11-20.pdf
901,3.0,6,2,2.0,6,Virtual therapy sessions,https://www.betterhelp.com/
902,4.0,5,1,5.0,6,Ask a therapist free trial,https://www.betterhelp.com/
903,3.0,5,1,3.0,6,Get Immediate Help,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
904,1.0,3,0,4.0,6,Directory of Mental Health Services in Sri Lanka,https://mentalhealth.health.gov.lk/index.php?lang=en
905,3.0,2,1,5.0,6,Directory of Govt Mental Health Services,https://mentalhealth.health.gov.lk/index.php?lang=en
906,1.0,0,0,5.0,6,"Psychologists, Counsellors, & Therapists",https://www.therapyroute.com/therapists/sri-lanka/1
907,4.0,5,0,3.0,6,Online counseling,https://www.betterhelp.com
908,3.0,0,0,0.0,6,Mental health helplines,https://findahelpline.com/countries/lk
909,4.0,6,2,3.0,6,Affordable mental health services,https://www.betterhelp.com/heather-friend/get-started/?counselor=118075&start=true&landing_type=general&utm_source=AdWords&utm_campaign=storefront&utm_term=online+counseling_b&utm_content=heather-friend_118075&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZhWSd0JhwUPJo8LMuvfou68Xgyt8lSe1HseBlWH3gQHN6oNIHzqvXxoCmvIQAvD_BwE&not_found=1&gor=rd_heather-friend&not_found=1
910,4.0,2,0,4.0,6,Free online counseling services,https://www.7cups.com
911,4.0,4,2,2.0,6,Ask a psychiatrist online,https://www.justanswer.com/sip/mental-health?r=ppc|ga|1|||&JPKW=psychiatrist%20online&JPDC=S&JPST=&JPAD=468194657244&JPMT=e&JPNW=g&JPAF=txt&JPRC=1&JPOP=&cmpid=11185346152&agid=108444346294&fiid=&tgtid=kwd-1714527014&ntw=g&dvc=c&r=ppc|ga|1|||&JPKW=psychiatrist%20online&JPDC=S&JPST=&JPAD=468194657244&JPMT=e&JPNW=g&JPAF=txt&JPRC=1&JPCD=&JPOP=&cmpid=11185346152&agid=108444346294&fiid=&tgtid=kwd-1714527014&ntw=g&dvc=c&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZtb3lFOaoIjPpIqqPFa_9yB-VVdzOCi3uY1BRp-pgtf1KqtJGdx4oRoCUuEQAvD_BwE
912,4.0,6,1,4.0,6,EMDR trauma therapy specialists,https://www.emdria.org/find-an-emdr-therapist/
913,3.0,5,2,0.0,6,Child psychiatry clinic finder,https://www.doc.lk/search?doctor=&hospital=0&specialization=158&date=
914,4.0,5,2,0.0,6,Teenage counseling helplines,https://www.nationaleatingdisorders.org/free-low-cost-support
915,4.0,6,1,1.0,6,Free suicide hotlines,https://www.opencounseling.com/hotlines-us
916,4.0,2,0,5.0,6,Psychoanalysis therapist locator,https://www.psychologytoday.com/us/therapists/psychoanalytic
917,2.0,6,0,1.0,6,Online therapist finder tool,https://www.betterhelp.com/helpme/
918,4.0,2,2,4.0,6,Psychologist appointment booking,https://www.zocdoc.com/psychiatrists
919,2.0,4,0,2.0,6,Therapy appointment booking online,https://www.betterhelp.com/daniel-ephraim-pott-pepperman/get-started/?counselor=95316&start=true&landing_type=general&utm_source=AdWords&utm_campaign=storefront&utm_term=online+therapy_b&utm_content=daniel-ephraim-pott-pepperman_95316&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZiadKnMtvlAMnfQnoQf0HwNyZyoqgCB3BN2YKEfjSc88bG_7yPXsSBoCssEQAvD_BwE&not_found=1&gor=rd_daniel-ephraim-pott-pepperman&not_found=1
920,4.0,2,2,0.0,6,Teen counseling services locator,https://congruentcounseling.com/
921,1.0,2,1,5.0,6,Psychiatrist appointment scheduling,https://www.zocdoc.com/psychiatrists
922,0.0,0,0,2.0,6,Cognitive behavioral therapists finder,https://www.psychologytoday.com/us/therapists/cognitive-behavioral-cbt
923,3.0,1,2,0.0,6,PsychologyToday therapist finder,https://www.psychologytoday.com/us
924,2.0,5,1,5.0,6,Psychiatrist appointment booking,https://www.zocdoc.com/psychiatrists
925,4.0,0,0,2.0,6,Telehealth therapist options,https://www.betterhelp.com/
926,1.0,1,2,0.0,6,Child psychologist appointment booking,https://www.therapyroute.com/therapists/sri-lanka/1
927,0.0,5,1,5.0,6,Psychiatric evaluation scheduler,https://www.zocdoc.com/
928,3.0,0,0,2.0,6,Telehealth therapy provider search,https://www.healthgrades.com/find-a-hospital
929,2.0,1,2,0.0,6,Virtual counseling services companies,https://www.everydayhealth.com/emotional-health/best-online-therapy/
930,4.0,5,1,5.0,6,Psychiatric Assessment Appointment,https://www.zocdoc.com/psychiatrists
931,3.0,0,2,3.0,6,Betterhelp website,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=over+the+phone+therapist_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-300214301918&gad_source=1&gclid=CjwKCAiAlcyuBhBnEiwAOGZ2SyDmvRo7qhaDe5ewit3civo2PPC1KDk8bGU6I0NcTgeZ7du1H1VUvhoChzcQAvD_BwE&not_found=1&gor=start
932,4.0,2,2,2.0,6,Get professional help immediately from a therapist in Doc 990,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
933,4.0,5,0,3.0,6,Get professional help immediately from a therapist ,https://www.therapyroute.com/therapists/sri-lanka/1
934,4.0,5,0,5.0,6,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/1
935,2.0,0,2,0.0,6,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics",https://www.therapyroute.com/therapists/sri-lanka/1
936,4.0,0,1,1.0,6,"Psychologists, Counsellors, & Therapists in Sri Lanka",https://frame.doc.lk:8090/all/search?doctor=&hospital=&specialization=90&date=
937,3.0,2,2,4.0,6,Find a Trusted and Qualified Mental Health Practitioner,https://kalyanasl.org/mental-health-therapist-directory/
938,4.0,2,1,3.0,6,The best psychologist in Sri Lanka,https://lankadoctor.com/specialist/specialist-2/psychologist.php
939,3.0,5,2,1.0,6,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/colombo/1
940,3.0,5,2,5.0,6,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/colombo/1
941,0.0,5,1,1.0,7,Love Someone Who Has Depression? This is What You Need to Know by Julia Kristina,https://youtu.be/k5PRxE4yJpw?si=53Ju-k1twoLKT37m
942,2.0,0,2,3.0,7,How to tell someone about your depression by Kati Morton,https://youtu.be/AUUc6XlLImU?si=6y-rxrt6lQLgjutp
943,3.0,6,0,2.0,7,Learning to live with depression by Jake Tyler,https://youtu.be/IDPDEKtd2yM?si=RCuCkMg2yl7LbWpc
944,3.0,2,0,2.0,7,The Importance of Social Connection in Depression,https://youtu.be/u1DdSAsqSlk?si=d54cn7kEkSGIIr-l
945,0.0,2,0,4.0,7,8 Ways to Create and Build Social Connections,https://connect2affect.org/build-social-connections/
946,0.0,5,2,5.0,7,"Meetup | Find Local Groups, Events, and Activities Near You",https://www.meetup.com/
947,0.0,1,1,4.0,7,8 Easy Ways to Cultivate Social Connectedness,https://www.humangood.org/resources/senior-living-blog/easy-ways-to-cultivate-social-connectedness
948,1.0,4,2,0.0,7,Social connectedness in youth,https://extension.umn.edu/supportive-relationships-and-environment/social-connectedness-youth
949,1.0,6,1,2.0,7,Local meetup groups to connect with people,https://www.meetup.com
950,0.0,6,1,5.0,7,Local community events to meet people,https://www.eventbrite.com
951,4.0,6,1,2.0,7,Local community events to be social,https://www.eventbrite.com
952,2.0,5,1,3.0,7,Local clubs/groups to connect with people,https://www.meetup.com
953,1.0,3,1,4.0,7,Local community events calendar,https://allevents.in/
954,0.0,4,1,3.0,7,Local clubs and meetups,https://www.meetup.com
955,1.0,0,2,3.0,7,"Meetup | Find Local Groups, Events, and Activities Near You",https://www.meetup.com/
956,0.0,3,2,4.0,7,Local social groups,https://www.meetup.com/cities/lk/colombo/
957,4.0,1,2,1.0,7,Local hobby groups,https://www.meetup.com/cities/lk/colombo/
958,2.0,5,2,4.0,7,Local sports clubs,https://www.meetup.com/Colombo-Sports-and-Adventure-Meetup/
959,1.0,6,2,1.0,7,Local yoga groups,https://www.meetup.com/topics/yoga/lk/colombo/
960,0.0,4,2,4.0,7,Local cooking classes,https://www.meetup.com/topics/cooking-classes/lk/colombo/
961,3.0,2,2,1.0,7,Local sports teams,https://www.meetup.com/topics/sports-teams/lk/colombo/
962,2.0,5,2,4.0,7,Local sports clubs,https://mvcc.vic.gov.au/live/my-neighbourhood/local-sports-clubs/
963,1.0,0,2,3.0,7,Volunteer opportunities,https://www.volunteerworld.com/en/volunteer-abroad/sri-lanka
964,4.0,3,1,3.0,7,Local Book Clubs,https://www.meetup.com/Colombo-Book-Club-Meetup/
965,2.0,1,1,4.0,7,Local Running Groups,https://www.meetup.com/trailslk/
966,1.0,5,1,5.0,7,Local Music Groups,https://www.meetup.com/topics/music/lk/colombo/
967,0.0,6,1,0.0,7,Local Photography Groups,https://www.meetup.com/topics/photography/lk/colombo/
968,3.0,4,1,2.0,7,Local Cooking Classes,https://www.meetup.com/topics/cooking-classes/lk/colombo/
969,2.0,2,1,3.0,7,Local Hiking Groups,https://www.treklanka.com/
970,1.0,0,1,4.0,7,Local Dance Groups,https://www.meetup.com/topics/dance/lk/colombo/
971,0.0,3,1,5.0,7,Local Language Exchange Groups,https://www.meetup.com/topics/language-exchange/
972,2.0,4,1,0.0,7,"If You STRUGGLE With Stress, Anxiety & Depression",https://www.youtube.com/watch?v=4p_yc-66b-M
973,4.0,2,2,2.0,7,Local support groups,https://www.supportgroups.com
974,2.0,0,0,0.0,7,Set up lunch date with friend,https://www.uncommondating.com/best-date-ideas/lunch-date-ideas/
975,0.0,3,1,1.0,7,Why Social Connections Matter to Your Health,https://www.youtube.com/watch?v=4p_yc-66b-M
976,3.0,6,2,2.0,7,Volunteer at animal shelter,https://barkstreet.net/
977,0.0,5,1,1.0,7,Love Someone Who Has Depression? This is What You Need to Know by Julia Kristina,https://youtu.be/k5PRxE4yJpw?si=53Ju-k1twoLKT37m
978,2.0,0,2,3.0,7,What You Can Do to Improve Social Connectedness,https://www.cdc.gov/emotional-wellbeing/social-connectedness/ways-to-improve.htm
979,3.0,6,0,2.0,7,Learning to live with depression by Jake Tyler,https://youtu.be/IDPDEKtd2yM?si=RCuCkMg2yl7LbWpc
980,3.0,2,0,2.0,7,The Importance of Social Connection in Depression,https://youtu.be/u1DdSAsqSlk?si=d54cn7kEkSGIIr-l
981,1.0,2,0,4.0,7,Why Social Connections Matter to Your Health,https://www.youtube.com/watch?v=4p_yc-66b-M
982,0.0,4,2,3.0,7,Social Activities for Adults,https://www.jaunty.org/blog/social-activities-for-adults/
983,1.0,4,0,2.0,7,10 Ways to Connect with Friends Virtually,https://onlineacademiccommunity.uvic.ca/myuviclife/2022/07/25/10-fun-ways-to-stay-connected-with-friends-and-family-online/
984,2.0,4,0,5.0,7,Local Senior Social Groups,https://www.arborcompany.com/blog/8-senior-social-clubs-that-you-should-be-joining
985,1.0,3,2,3.0,7,How to Make Friends as an Adult,https://www.mindbodygreen.com/articles/how-to-make-friends-as-an-adult
986,4.0,0,1,3.0,7,How to Reconnect with Friends and Family,"https://accesssa.com.au/health-and-well-being/tips-on-connecting-with-family-and-friends/#:~:text=Arrange%20a%20day%20out%20with,of%20informal%20connections%20at%20work."
987,3.0,4,0,3.0,7,How to Make New Friends,https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/friendships/art-20044860
988,1.0,4,0,0.0,7,50 Conversation Starters,https://www.countryliving.com/life/a44359369/conversation-starters/
989,1.0,4,2,4.0,7,Connecting with Friends Despite Limitations,https://www.betterup.com/blog/how-to-connect-with-people
990,2.0,5,1,5.0,7,Local Seniors Social Groups,https://slk.seniorduniya.com/Colombo/groups
991,1.0,4,2,4.0,7,Building Social Connections,https://www.betterhelp.com/advice/loneliness/im-so-lonely-how-to-build-meaningful-social-connections/
992,0.0,4,0,2.0,7,"Fun, Social Activities Near Me",https://www.meetup.com/
993,1.0,3,2,4.0,7,Local Volunteer Opportunities,https://www.unvlk.org/
994,2.0,5,1,5.0,7,Why Social Connections Matter to Your Health,https://www.youtube.com/watch?v=4p_yc-66b-M
995,2.0,5,1,5.0,7,Promoting Well-Being: Social Connection,https://ctl.wustl.edu/resources/social-connection/
996,0.0,4,0,0.0,7,Local Volunteering Opportunities,https://www.pointsoflight.org/
997,2.0,5,0,5.0,7,Volunteer opportunities for elderly adults,https://www.volunteermatch.org/search?l=United%20States
998,0.0,4,1,3.0,7,Local club finder tool,https://bcgba.justgo.com/clubfinder.htm
999,2.0,4,1,4.0,7,Local community events calendar,https://www.communityhealthcharities.org/30-local-community-event-ideas/
1000,2.0,4,2,0.0,7,Local volunteer opportunities finder,https://www.volunteermatch.org/
1001,0.0,3,1,5.0,7,Local meetup groups finder,https://www.meetup.com/find/
1002,0.0,3,0,3.0,7,Local club finder app,https://www.meetup.com/apps/
1003,2.0,3,0,3.0,7,Local volunteer opportunities,https://www.volunteermatch.org
1004,0.0,2,2,0.0,7,Meetup groups for hobbies,https://www.meetup.com
1005,0.0,1,0,3.0,7,Local hobby groups on Facebook,https://www.facebook.com/groups/discover/
1006,2.0,3,0,0.0,7,How To Make Friends As A Teenage Girl,https://www.youtube.com/watch?v=LnAo9ceg6mU
1007,3.0,5,1,4.0,7,Volunteering and its Surprising Benefits,https://www.helpguide.org/articles/healthy-living/volunteering-and-its-surprising-benefits.htm
1008,3.0,4,1,0.0,7,100 Questions to Deepen Relationships,https://www.wedgewoodweddings.com/blog/100-questions
1009,0.0,6,1,2.0,7,Volunteer with Friends,https://www.volunteersrilanka.net/
1010,3.0,2,0,4.0,7,Building Connections: How to Be A Relationship Ninja | Rosan Auyeung-Chen | TEDxSFU,https://www.youtube.com/watch?v=cBmMZFMPf18
1011,3.0,4,0,4.0,7,Directory of Volunteer Opportunities in Sri Lanka,http://www.volunteersrilanka.net/
1012,3.0,3,0,5.0,7,"Science of Social Bonding in Family, Friendship & Romantic Love",https://www.youtube.com/watch?v=RgAcOqVRfYA
1013,3.0,3,0,4.0,7,How Does Social Connectedness Affect Health?,https://www.cdc.gov/emotional-wellbeing/social-connectedness/affect-health.htm
1014,0.0,3,0,3.0,7,"Science of Social Bonding in Family, Friendship & Romantic Love",https://www.youtube.com/watch?v=RgAcOqVRfYA
1015,0.0,3,0,2.0,7,7 Scientifically Backed Reasons You Need Community,https://www.youtube.com/watch?v=tunbBGspM-c
1016,0.0,3,0,2.0,7,100 Ways to Make Friends as an Adult by Bumble,https://www.businessinsider.com/how-to-make-friends-as-adult-bumble-bff-strategy-tips-2023-11
1017,0.0,3,0,1.0,7,20 Ways to Make New Friends,https://www.mindbodygreen.com/articles/how-to-make-friends-as-an-adult
1018,0.0,3,0,1.0,7,Setting Boundaries for Yourself and Others,https://www.youtube.com/watch?v=WiS1mKYbyKI
1019,0.0,3,0,1.0,7,What are some good ways to make friends as an adult?,https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/friendships/art-20044860
1020,0.0,3,0,1.0,7,Making New Social Connections and Building a Support Network on Campus,https://www.youtube.com/watch?v=qQyODotQy74
1021,0.0,3,0,1.0,7,You Are Not Alone: The Power of Social Connections,https://www.youtube.com/watch?v=817LXTC8y5A
1022,0.0,3,0,1.0,7,The Benefits of Adult Friendships,"https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/friendships/art-20044860#:~:text=Friends%20also%20play%20a%20significant,body%20mass%20index%20(BMI)."
1023,0.0,3,0,1.0,7,Start a Book Club to Make Friends,https://www.meetup.com/topics/bookclubs/
1024,0.0,3,0,1.0,7,"Science of Social Bonding in Family, Friendship & Romantic Love",https://www.youtube.com/watch?v=RgAcOqVRfYA&t=1s
1025,0.0,3,0,1.0,7,Conversation Starters for Making Friends,https://www.youtube.com/watch?v=QuktXXe0UjE
1026,0.0,3,0,1.0,7,Setting Boundaries| Mental Health Lessons,https://www.youtube.com/watch?v=Gf4FIt5DG4g&t=7s
1027,0.0,3,0,1.0,7,Creative Ways to Meet New People and Make Connections,https://www.wikihow.com/Meet-New-People
1028,0.0,3,0,1.0,7,40 Icebreaker Questions to Connect With Anyone,https://www.youtube.com/watch?v=weq21Rn4ivQ
1029,2.0,2,1,3.0,7,Volunteering opportunities,https://www.volunteermatch.org
1030,1.0,4,0,2.0,7,Local support groups finder,https://www.verywellmind.com/find-a-mental-health-support-group-4842308
1031,1.0,3,1,4.0,7,How to reconnect with friends,https://mensline.org.au/relationship-advice-for-men/reconnecting-with-friends/
1032,2.0,4,0,5.0,7,Connecting with nature everyday,https://www.mentalhealth.org.uk/our-work/research/our-top-tips-connecting-nature-improve-your-mental-health
1033,1.0,1,0,5.0,7,Volunteer opportunities for seniors,https://www.volunteerforever.com/article_post/volunteer-abroad-opportunities-for-seniors-and-retirees/
1034,2.0,3,0,3.0,7,Local hobby networking groups,https://www.meetup.com
1035,3.0,1,1,3.0,7,Local park district activities finder,https://findyourpark.com/park-finder
1036,1.0,4,0,1.0,7,Local hobby groups finder,https://www.meetup.com
1037,1.0,1,1,3.0,7,Finding social circles guide,https://www.wikihow.com/Find-Things-to-Share-with-Friends
1038,0.0,6,0,1.0,7,Volunteering opportunities finder,https://www.volunteermatch.org
1039,3.0,3,2,4.0,7,Local cooking class events,https://www.eventbrite.com/
1040,2.0,4,1,3.0,7,Local sports club finder tool,https://www.active.com/
1041,4.0,2,0,1.0,7,Local hobby network events,https://www.eventbrite.com
1042,1.0,3,2,4.0,7,Local friend finding groups,https://www.meetup.com/
1043,0.0,4,1,3.0,7,Local social activity groups finder,https://www.meetup.com/
1044,3.0,2,0,1.0,7,Local hobby network finder app,https://nextdoor.com
1045,2.0,3,2,4.0,7,Local hobby network group finder,https://www.meetup.com/
1046,4.0,4,1,3.0,7,Local hobby groups,https://www.eventbrite.com/d/united-states--san-francisco/clubs-and-hobbies--groups/
1047,1.0,2,0,1.0,7,Local groups finder app - Meetup,https://www.meetup.com/
1048,0.0,3,2,4.0,7,Local support groups finder app,https://www.meetup.com/
1049,0.0,2,0,4.0,7,8 Ways to Create and Build Social Connections,https://connect2affect.org/build-social-connections/
1050,0.0,5,2,5.0,7,"Meetup | Find Local Groups, Events, and Activities Near You",https://www.meetup.com/
1051,0.0,1,1,4.0,7,8 Easy Ways to Cultivate Social Connectedness,https://www.humangood.org/resources/senior-living-blog/easy-ways-to-cultivate-social-connectedness
